exit 9,475,supasta45,7,276,Mon Dec 12 09:34:11 +0000 2011,37627,434787874,False,"GOD  Above all
#teamarsenal #team45 #teamtatto
i'm just me!!"
Afrique,577,rons1212,230,1883,Wed Jun 24 19:03:23 +0000 2009,15609,50399502,False,"Wandering in Afrique ! Social Business Enthusiast. Reads Literature, History and Nonsense of Great Writers. Music is food for my soul. Play ON..."
bungoma kenya,673,jafeti11026,78,816,Tue Aug 07 09:26:09 +0000 2012,1438,742545673,False,Another day another you.
Nairobi,325,Makaraps,8,672,Fri Nov 11 01:09:44 +0000 2011,974,409638745,True,eazy
,972,_BrianMutuma,147,659,Mon Nov 21 13:20:21 +0000 2011,39450,417867286,False,A1.
RoR = Republic of Rongai. ,270,Smoochy_stud,347,279,Tue Apr 10 12:27:35 +0000 2012,4079,550068367,False,"Am me.The past cant be changed, edited or erased.You jst have to move the fuck on. #TeamKupull #TeamPunchline #cypher_clique #MluyaHalisi #Republican. ™©"
,171,annamalinc,716,150,Tue Apr 06 13:23:49 +0000 2010,1036,130150800,False,Feminist och även kallad #batma(li)n
"NAIROBI,KENYA",2490,evetet,60,2487,Tue Apr 03 20:22:25 +0000 2012,7988,544563953,True,M143M @Mcmark_G||simple n sophisticated
"London, UK",445,AnastasiaUK,489,555,Fri Feb 27 02:10:28 +0000 2009,19363,22095223,False,Gigs. Music. Bands. Travel.
Nairobi/Kenya,292,Jay_Murai,109,409,Sat Apr 16 16:55:49 +0000 2011,2031,283130535,True,
Nairobi,34,B3Karl,5,85,Fri Nov 04 09:29:06 +0000 2011,434,404711640,True,"Futuristic | Enthusiastic | Awesomeness | Sagitarius | (BoB) best of both worlds |
2 words u neva hia  KARL QUIT! | TeamArsenal"
Nairobi kenya,11,shadyme14,23,154,Thu Oct 14 23:25:23 +0000 2010,118,202845350,True,down 4 christ. Former vandame actor
nairobi,340,hilda_nyambura,19,399,Tue Apr 19 06:24:04 +0000 2011,906,284400066,True,It Hurts... It's Sweet... It's Contagious.. You cant just let go... Never let go... It's True Love #Love Is Arsenal
Kenya,8,catmumi,6,48,Thu Jan 24 19:34:43 +0000 2013,44,1117584511,False,am fun!
"Nairobi, Kenya",224,tedokoth,50,327,Fri Jul 10 07:44:35 +0000 2009,925,55502543,True,"6 ft 1inch tall... African male of Kenyan decent and citizenship. Made fearfully and wonderfully by the Word, lives to serve Christ Jesus..."
BeyHive,381,alannyawara,77,1287,Sat Aug 06 07:43:21 +0000 2011,4161,349536375,False,cheeky and at your own risk..........
nairobi,36,habilhabo,0,164,Fri May 20 08:04:13 +0000 2011,45,301901545,True,hot and lovely
nairobi,836,frankmwax10,13,990,Tue Jan 31 08:09:53 +0000 2012,2045,479326848,True,"i am me,, 
 #TEAMARSENAL #TEAMTAURUS 
 ECON/STAT IN KU
 |||||internet|||||
 THAT COOL GUY
 #TEAMFOLLOWBACK"
"Nairobi, Kenya",37,djsweetdennis,2,133,Thu Oct 22 14:18:45 +0000 2009,191,84335426,True,"easy leaner,curious,inquisitive,experimental,born entertainer who care about satisfaction & giving the best at all time."
"Nairobi, Kenya",2892,mberg,573,300,Mon May 07 22:41:02 +0000 2007,2591,5845962,True,"Africa Geek, Technologist, Teacher.  Poppin' technology in Africa before it was cool."
Nairobi,346,Angeliquenunu,27,321,Tue Apr 23 15:28:42 +0000 2013,341,1374820927,True,clothed with strength and dignity and laughs without fear of the future 256/254/211
Nairobi,775,wa_mutegi,712,970,Fri Dec 19 01:30:09 +0000 2008,42731,18231070,True,"Punk rocker, student lawyer, clueless blogger. BORN A GUNNER, DIE A GUNNER! #Arsenal"
Nairobi,158,wa_ketka,29,264,Sat Jun 29 16:11:20 +0000 2013,980,1555983702,True,#Red bloody United fan and proud of it# #Team +254# #God-fearing man# #LOVER OF THIS LIFE#
Nairobi Kenya,30,Tito_Gulliver,25,131,Sun Jan 27 13:45:34 +0000 2013,49,1125102032,True,
Where I want to be,186,Ucy_lu,38,163,Tue Jan 31 09:47:35 +0000 2012,294,479379261,False,Am very MISUNDERSTOOD
,2,Abdirazaksokor,0,56,Sun Nov 03 22:17:23 +0000 2013,4,2167045756,False,
Hank Willis Thomas,2999,hankwthomas,218,906,Wed Apr 18 00:27:54 +0000 2007,8601,5054651,False,Artist at Large.
,6,lazarusbungz,4,54,Mon Apr 04 10:09:23 +0000 2011,49,276910511,False,
"Mombasa, Kenya",361,TitoRonchenko,349,197,Thu May 06 10:30:15 +0000 2010,1602,140778346,False,┌∩┐(^_O) I'm a guy..an ordinary one...Think i'm not real? Get to know me. INSTAGRAM: @TITOMUSUNGU
Nairobi-Kenya,793,Belyon,907,696,Thu Jun 11 09:06:24 +0000 2009,9912,46350205,True,"Communication &Public Relations Consultant. Avid reader, Writer, I love African foods & an aspiring women leader"
westgate.,1177,KeNnaKeLy,1250,1089,Mon Oct 03 14:23:50 +0000 2011,26606,384340965,False,"I don't have tattoos,i believe a bugatti doesnt need a sticker on it to get attention."
Nairobi,4,KanyiKamuthu,0,27,Wed Sep 21 11:32:27 +0000 2011,47,377314972,True,"Am a Nairobi Businessman dealing mainly in motor vehicles and real estate under the name Franchise Agencies
Email Address is afranchise@yahoo.com"
Nairobi,60,ats_oda,19,103,Mon Sep 26 19:00:47 +0000 2011,2083,380495277,True,I have no gentle heart.That's me. :-)
"Nairobi, Kenya",38,dkigweta,7,116,Tue May 10 14:25:54 +0000 2011,484,296291808,True,"Astute and shrewd go getter. Friendly, dependable and trustworthy. Enjoys life at every opportunity."
"ÜT: -1.2945984,36.801011",1043,SannieSanford,116,988,Fri Feb 04 14:05:15 +0000 2011,57329,247291903,False,"•CEO/Founder to   Zamani Wear©•


 •God fearing young black man •


 •Sensational lover of Music Art & Food •

 • Occasional genius •"
nairobi,106,Murray_murai,3,163,Thu Sep 01 13:53:00 +0000 2011,1280,366051477,True,AM THAT GUY! READY FOR THE WORLD.... LEAVING EACH DAY LIKE ITS THE LAST....DON'T GIVE A F@CK WAT PEOPLE SAY!!
,232,EdelStanley,6,226,Sun Feb 20 13:31:45 +0000 2011,1599,255007126,False,
"Nairobi, Kenya",1265,wanjohi101,3,967,Thu Mar 10 10:30:00 +0000 2011,10532,263594307,True,"CEO, Crimson Tech. (Kenya) LTD  ICT | Web | Networking | Mobile | Business | Apps.  Email: joe@crimson.co.ke"
,17,calebouma,1,232,Thu Jun 07 09:35:38 +0000 2012,45,601803345,False,"Husband, Father and Demographer. I am a man who believes in Values."
"Nairobi,Kenya",647,Majei_,36,400,Fri Dec 28 20:46:06 +0000 2012,4546,1043125363,True,Stand for what you say and believe in..... Never kiss ass!!
"Nairobi, Kenya",1152,joseh_fab,180,1958,Fri Jun 18 11:21:12 +0000 2010,21273,156946659,True,"....simple, social, fun #teamTHRONE, #teamARSENAL
#TeamHBR"
"Raleigh, NC,  USA",83,PearlsoHope,148,320,Wed Feb 20 05:44:54 +0000 2013,527,1199678384,False,Cultured Souls Spreading Hope to Humanity
"Johannesburg, South Africa",218,Rufuskn,18,563,Mon Apr 27 09:50:26 +0000 2009,1332,35709326,False,LIS Consultant at APHL | Focused | Hard working | Disciplined | Play Hockey | Love Christ to Bits
lindeman island,320,Gathiti_Snr,118,1025,Fri Oct 22 06:19:09 +0000 2010,2843,206070002,False,Researcher. business minded.fun oriented.#TeamChelsea #hockeyplayer perpetual optimist #ulemjamaa
,11,wisestationers,2,170,Sat Nov 02 19:48:07 +0000 2013,3,2165310615,False,
,2697,AginaAg,2,58,Tue Jul 19 07:09:58 +0000 2011,507,338210165,False,"University of Leeds Alumni, Senior Associate Editor, Standard Newspaper"
nairobi kenya,31,DavidBundimukil,21,116,Sun Jul 29 04:57:26 +0000 2012,104,723400782,True,
@Chicharito mwenyewe.,69,EdwinGwaro,9,317,Tue Feb 21 21:11:57 +0000 2012,376,499173781,False,
"Nairobi, Kenya, Africa",952,IamGnX,137,791,Sun Sep 06 12:45:53 +0000 2009,48612,72027284,True,Producer & Mix Engineer for ID37 Music| Musician | Bio: http://about.me/iamgnx | Blog: http://iamgnx.tumblr.com | Rap & Streetlights coming soon
Nairobi Eastlandos,109,Onganyo1,7,485,Fri Jan 20 19:00:23 +0000 2012,53,469572316,True,"ICT Evengilist
Computer forensics champion"
"Nairobi, Kenya",649,blackorwa,321,590,Thu Jun 10 16:53:35 +0000 2010,24693,154201419,True,Nerdistic Intents with Delusions of Grandeur
,109,Iz_EvE,2,168,Tue Apr 05 12:33:36 +0000 2011,1034,277463337,False,#scorpio_baby|muzik lover|Goonrette| :-$:-$
"Nairobi, Kenya & Switzerland.",83,Oyoobob7,138,438,Thu Aug 02 09:24:06 +0000 2012,1171,732509713,True,"Simple Dude who loves life,art,music,fashion,perfumes,cooking,outgoing,gizmo,Real Madrid,Manchester United,Deutsch & i Thank God for being there for me always3"
Nairoberry,525,musyokaluis,193,652,Sun Jan 27 05:49:13 +0000 2013,2301,1124088096,False,"An outgoing n fun loving guy,Barca addict,Messi fan .IM a God‘s son"
Kenya,148,DaudiTaz,279,586,Thu Jun 18 10:14:44 +0000 2009,3477,48307314,False,"| MKenya damu | Motorcycle enthusiast | Hates liars, cheats n football | Loves life | Believes in God but not religion |"
Mandera county,74,aftah6872,8,557,Fri Apr 13 11:57:39 +0000 2012,186,552639133,False,"Muslim, son, entrepreneur,  conservationist, human rights activist , blogger.® all views expressed here are my own.   Email:hassanali6872@gmail.com"
,132,jkameru,13,165,Fri Jan 27 03:03:18 +0000 2012,4411,475471365,False,engineer thinker cosmologist
O.R..... Nairobi,2013,lechaki,261,1172,Tue May 19 19:52:09 +0000 2009,22669,41193848,True,GOK Gas Man
Nbi,10,maurice_anyango,3,48,Wed Jun 06 18:44:02 +0000 2012,85,601276014,False,Better a successful failure
"Nairobi,Kenya (Global Citizen)",8640,Remmymajala,300,751,Sat May 23 14:20:17 +0000 2009,9775,42032811,True,Media Personality/Journalist                           / Views Are My Own\                         Ambitious . Driven . Motivated .
Nakuru,20,Sichei,2,110,Thu Aug 27 13:11:50 +0000 2009,147,69285897,False,
,65,pnkariuki,22,155,Wed Jan 26 08:42:23 +0000 2011,1118,243096251,False,IT consultant specializing in online systems and system intergration
,750,funk6,503,424,Wed Jul 29 12:56:16 +0000 2009,37985,61187620,False,"Arsenal....Rihanna....#F1 Mclaren    A King Of Oneself (AKOO) with a Soul Of A Lion .   Addicted to Music"
"Nairobi, Kenya",64,shirafaithful,194,109,Wed Jun 05 07:23:48 +0000 2013,334,1484314584,True,"Graphic Design, Drawing, Cooking, Walking, Laughing, Talking, Singing"
"Nairobi, Kenya",43,BilalRashad1,9,149,Thu Oct 13 08:15:07 +0000 2011,1172,389970082,True,"Proprietor/Business Development Director 
First Avenue, Automobile Consultancy Firm"
,211,amusyimiz,143,807,Sat Aug 07 09:47:37 +0000 2010,1366,175696397,False,Loves art / Music / Humor.
Nairobi,45,Jesseoduor,5,186,Wed Dec 19 13:07:06 +0000 2012,175,1022048624,True,"A Father, son, brother, uncle and a friend. A lawyer & author . Enjoys having fun and lots of fun..."
Nairobi - Kenya,422,twirax,4,550,Mon Apr 20 17:01:14 +0000 2009,6109,33581035,True,"Blessed to have a lovely family,the most beautiful wife and an awesome son. Print advertising is my fast food..I love sports! NBA + TENNIS + ARSENAL = ME"
Kenya,5552,MachelWaikenda,0,787,Fri Apr 24 20:15:32 +0000 2009,2304,35026276,False,"Dedicated father. Husband. Political strategist. Communications consultant. Columnist. Youth advisor. 
National Olympics Committee Youth Commission member"
ask foursquare,241,Freddwaruh,360,544,Sat May 28 17:39:18 +0000 2011,10966,306918613,False,am now a good boring young man so will you marry me now
"ÜT: -1.170105,36.8341206",3381,shyolympia,258,682,Tue Sep 29 09:03:40 +0000 2009,66354,78259874,False,"@MbitoGee's Sister| Model|Actress|1st Assistant Director, @liesthatbindtv & @block_d & Jane And Abel|Arsenal fan|"
Kenya,219,Otisval,183,450,Mon Mar 23 11:22:23 +0000 2009,2216,25984593,False,"Young,Saved & Unashamed - #116, FB Pastor. 
                 The Future of Africa
               +++Awesome God+++
Fb Profile: https://t.co/GdXhI3U8bg"
At the place Ever,19,The_Matt_Hew,7,47,Thu Dec 27 07:50:29 +0000 2012,47,1039079622,False,
,6,Jacob_wambua78,2,59,Tue Aug 27 20:25:25 +0000 2013,26,1705550984,False,"instructor,husbannd,brother.there is always another way things can b done"
,10,kevomurrayjnr,3,20,Sun Feb 05 05:19:06 +0000 2012,42,483579881,False,
Geneva,4156,UNjobs_Nairobi,0,2,Wed Aug 26 10:45:14 +0000 2009,4706,68949161,False,Experimental stream listing UN and other international jobs in Nairobi as we receive them
Geneva,273,UNjobs_Eval,0,27,Fri Jan 07 19:54:33 +0000 2011,2062,235275199,False,Listings from http://UNjobs.org that have been tagged with 'Monitoring and Evaluation' or related terms
,95,JanetNjeriB,2,229,Fri May 11 10:55:10 +0000 2012,346,577041754,False,#Accountant... Ensuring tht thr is VFM
Kinoo,80,wamagata70,284,184,Mon Jan 24 12:25:29 +0000 2011,2452,242287692,False,"banker,go-getter"
KENYA,208,davy_karega,7,359,Mon Apr 20 12:28:45 +0000 2009,1667,33496044,False,"ICT Admin,Aid worker,TEAM ManUTD,Gor Mahia,I firmly believe Assistance is not necessarily charity,It is a smart investment in security & prosperity."
,590,UNjobs_HIVAIDS,0,14,Wed Dec 02 09:14:26 +0000 2009,8247,94054375,False,
A Beautiful Life,3117,BidanyaBarassa,263,444,Sat May 07 14:21:27 +0000 2011,14174,294642650,False,"Former Model,Passionate Marketer & Cancer Victoress!Living THE life,Inspiring those that I can & fulfilling MY destiny!You can have it all but not all at once"
"Nairobi, Kenya",19,winnazj,0,20,Mon Jul 02 17:13:53 +0000 2012,136,624833885,True,
"Nairobi, Kenya",1377,TimAdeka,266,1122,Tue Nov 09 18:21:54 +0000 2010,16215,213753611,True,
Kajiado,16,gaitamaina,3,73,Tue Mar 12 10:50:21 +0000 2013,24,1261692320,False,lawyer
Nairobi kenya,530,Beckie_baeb,114,516,Tue Mar 23 16:40:30 +0000 2010,9708,125712966,True,"#teamMakeandGetMoney. I love my life
#IamAMarketer #teamBeReal #teamBowTieEvents"
nairobi kenya,332,jackstevenoruko,9,346,Sun Jun 21 10:15:40 +0000 2009,4318,49284332,True,Keeping it
kenya,89,MYQMucheru,30,602,Wed Dec 01 17:12:18 +0000 2010,1721,221802849,False,Character is higher than intellect. A great soul will be strong to live as well as think.
"Bogor, Indonesia",532,pholmgren,10,189,Mon Apr 20 18:43:58 +0000 2009,418,33615472,False,"Director General 
Center for International Forestry Research, CIFOR, CGIAR"
Nairobi Kenya,27,LawrenceMwangi7,3,179,Sat Oct 27 19:42:35 +0000 2012,161,908791082,True,
Nairobi,985,muchemi23,340,1496,Mon Sep 17 17:41:59 +0000 2012,9888,829497638,True,"CEO Johjan enterprises.Financial Analyst.The ultimate stain remover;no matter what you have done,let Jesus forgive you entirely."
Rodeo Dr.,1016,InnozDrama,77,221,Tue May 12 16:05:17 +0000 2009,33969,39530242,False,Re-Invented
"15 Degrees South, Langatitude",148,MsMuthoniAchoch,9,209,Mon Aug 24 19:25:04 +0000 2009,1768,68489105,False,"I can be good in a bad way, i can be bad in a good way... u decide"
Nairobi Kenya,301,DuPrezOkello,1,249,Sun Feb 13 17:28:11 +0000 2011,8860,251695251,True,Entrepreneur| Management Consultant|uncle |Music Lover|Kopite|Real Madrid C.F.| Formula 1| NBA| Golf|Tennis
Nairobi kenya,1058,iamkevzogola,57,1818,Tue Apr 21 11:45:46 +0000 2009,29564,33879179,True,"Ever since I found out extraordinary was an option, anything beneath it just doesn't work for me..."
"Nairobi, Kenya",111,LindsayTakkunen,148,253,Sun Feb 12 17:02:12 +0000 2012,1658,490529113,True,"Head Coach of Braeburn Swimming, Kenya Nat. Coach CANA 2013 Champions; former Zambia Nat. Coach, former swimmer, graduate of ECU(go Pirates!); and a motox mom"
 N.Y Kenya (Nairobi Yetu),489,Njorotunchi,13,437,Fri Mar 18 18:15:20 +0000 2011,8531,268406459,True,"Laugh n tha world laughs with u. Snore n u will sleep alone.
 © 2011-2020"
Kenya,642,sidneyessendi,40,2000,Wed Sep 28 15:47:18 +0000 2011,4069,381584379,False,"So much of our time is preparation,so much is routine,and so much retrospect,that the path of each man's genius contracts itself to a very few hours."
"Nairobbery,Kenya",88,chege_I_n_I,17,208,Sat May 09 10:22:42 +0000 2009,1000,38831509,False,enjoy life !
"Nairobi, Kenya",349,Mtamica,80,301,Thu Apr 07 04:27:04 +0000 2011,10830,278371434,True,"We're not perfect. We screw up, we make mistakes, but then we forgive and move forward."
"kiambu ,eastgh",8,mycomugo,0,120,Fri Aug 03 11:49:07 +0000 2012,29,734743556,False,
"Nairobi,Kenya",127,dickie_mitch,8,262,Wed Mar 07 05:50:09 +0000 2012,1647,517258899,True,Ambitious entrepreneur | Music & Art | Chelsea F.C fanatic | Raw Like Sushi
Next to Carmen Sandiego,499,amalthya,3685,383,Fri Mar 30 13:11:04 +0000 2007,27458,2969321,False,"New Yorker. Gamer. Primatologist. Sometimes nice. Always friendly. Never compromising.
Currently living in Nairobi, Kenya"
NY (Nairobi Yetu),432,murimi_kamau,75,377,Tue Jan 01 21:57:23 +0000 2013,5352,1053567254,True,†Certified twitter user ║▌│█│║▌║││█║▌║▌▌ ~founder of #вєαυтιƒυℓρєσρℓєAREυѕ ツ |:| I love ♬♪♩|:| genuine 25Flow ☜ |:| follow me on IG: Murimi_Kamau
"Nairobi,Kenya",16,ZeBazBouje,4,278,Sat Dec 10 18:44:28 +0000 2011,157,433569659,True,
Here,141,SakatEsquire,46,836,Wed Jul 20 03:43:54 +0000 2011,2837,338807726,False,"Follow ME, Then follow your heart. I NEVER FORGET THOSE WHO STEAL FROM ME. RT not endorsement"
Nairobi,65,apondig,8,158,Fri Jun 15 12:22:49 +0000 2012,897,609127815,True,"Communication and PR specialist, Mother and lover of children, they make me tick!"
"Nairobi,Kenya",56,Lilmozay,4,49,Sun Jun 27 10:55:43 +0000 2010,326,160164088,True,"actor,song n script writer,,,adventureous n fun loving,,,,
#teamJesus
#manunited"
 Kenya ,750,maggiengure,89,641,Sun Sep 25 11:24:41 +0000 2011,8633,379683188,False,Rock is my kind of music #teamchelsea#
254,2038,Janet14Santos,484,2002,Tue Feb 22 14:31:40 +0000 2011,9431,256032960,False,"A Goonerette Born on 29 September!! 
its all abt Arsenal and #Özil
#Chef"
nairobi,383,Murutuphilip,12,499,Sun Jan 30 06:41:42 +0000 2011,4355,244827545,True,"reporter radio citizen royal media services.
Child of God."
"Nairobi, Kenya ",416,OdidaJnr,39,442,Sun Apr 25 09:28:07 +0000 2010,2220,136936836,True,I dont play games am not sure of winning™ God will never let you down™
"Nairobi, Kenya",418,lebya,115,1975,Mon Jul 13 08:18:53 +0000 2009,2592,56321672,True,"I wear many hats - IT & Marketing/PR consultant, writer-blogger. Manchester United fan | Sang-Phleg |
God 1st and others 2nd!! The rest ask"
"Nairobi, Kenya",2111,webi_,62,626,Wed Dec 23 14:45:23 +0000 2009,6979,98894404,True,Download my New Single 'Gonna Be Alright' here: http://www.mdundo.com/dl/3580
,42,ashuhundu,7,276,Mon Nov 08 18:11:29 +0000 2010,94,213353871,False,
"Nairobi, Kenya",63,ChristabelLigam,4,225,Wed Sep 07 12:53:04 +0000 2011,155,369484805,True,"Kenyan woman, Biochemist and writer for the East African.

I'm not doing it just for the money, or for you. I'm doing it for me."
Nairobi,96,wanyex_,18,312,Tue Oct 06 06:54:30 +0000 2009,9641,80238290,True,Sophisticated | Loving DAD | I.T. | F1 | Arsenal | Tusker
+254 ,353,Hareyke,288,362,Tue Jul 05 03:04:25 +0000 2011,22252,329449817,False,|i'm not w@ eibody else isnt| |Not perfect bt m limited Edition||TeamGod||GGMU| |HiphopNerd||B.Ball||BornSinner bt i live & i'll die be'a than th@|
"Peponi Rd, Kitisuru",111,MakoFrodo,30,161,Tue Apr 09 08:24:01 +0000 2013,773,1338646574,False,"Desire to help people, and bring positive change in somebody's life...."
"Nairobi, Kenya",11254,Hot_96Kenya,23,250,Fri Jul 22 16:53:39 +0000 2011,18324,340400173,True,The official twitter page for your all time hits station Hot96
,42,noahasaka,1,96,Tue Oct 23 04:33:57 +0000 2012,273,899189731,False,
"Nairobi, Kenya",577,DAC_II,803,687,Tue Apr 13 23:18:23 +0000 2010,17421,132695734,True,"Changing the world through my work with @Microsoft, and @Rotary - Opinions expressed are my own."
